locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJBIFGEO_03501	CDS	1557	caeB_2	3.1.1.-		Carboxylesterase B
AJBIFGEO_03502	CDS	777				hypothetical protein
AJBIFGEO_03503	CDS	1074	zapE			Cell division protein ZapE
AJBIFGEO_03504	CDS	471		2.3.1.-	COG0454	putative N-acetyltransferase
AJBIFGEO_03505	CDS	522				hypothetical protein
AJBIFGEO_03506	CDS	759				hypothetical protein
AJBIFGEO_03507	CDS	297				IS256 family transposase IS1081
AJBIFGEO_03508	CDS	516				PPE family protein PPE34
AJBIFGEO_03509	CDS	183				hypothetical protein
AJBIFGEO_03510	CDS	2301	icl2	4.1.3.1		Isocitrate lyase 2
AJBIFGEO_03511	CDS	408				hypothetical protein
AJBIFGEO_03512	CDS	1359				hypothetical protein
AJBIFGEO_03513	CDS	453				hypothetical protein
AJBIFGEO_03514	CDS	606	lppC		COG1881	Putative lipoprotein LppC
AJBIFGEO_03515	CDS	615				hypothetical protein
AJBIFGEO_03516	CDS	453	furA		COG0735	Transcriptional regulator FurA
AJBIFGEO_03517	CDS	2223	katG	1.11.1.21		Catalase-peroxidase
AJBIFGEO_03518	CDS	495				hypothetical protein
AJBIFGEO_03519	CDS	129				hypothetical protein
AJBIFGEO_03520	CDS	471				hypothetical protein
AJBIFGEO_03521	CDS	963	aao	1.4.3.3	COG0665	putative D-amino-acid oxidase
AJBIFGEO_03522	CDS	435	rsfA_2		COG1366	Anti-sigma-F factor antagonist RsfA
AJBIFGEO_03523	CDS	405				hypothetical protein
AJBIFGEO_03524	CDS	1299	nanT			Sialic acid transporter NanT
AJBIFGEO_03525	CDS	1305	cinA		COG1058	CinA-like protein
AJBIFGEO_03526	CDS	1338				hypothetical protein
AJBIFGEO_03527	CDS	747			COG1136	putative ABC transporter ATP-binding protein
AJBIFGEO_03528	CDS	2451				hypothetical protein
AJBIFGEO_03529	CDS	1161				hypothetical protein
AJBIFGEO_03530	CDS	978	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
AJBIFGEO_03531	CDS	657				hypothetical protein
AJBIFGEO_03532	CDS	333				hypothetical protein
AJBIFGEO_03533	CDS	672		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
AJBIFGEO_03534	CDS	921	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
AJBIFGEO_03535	CDS	1281	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
AJBIFGEO_03536	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
AJBIFGEO_03537	CDS	1077				hypothetical protein
AJBIFGEO_03538	tRNA	76				tRNA-Ala(cgc)
AJBIFGEO_03539	CDS	252				hypothetical protein
AJBIFGEO_03540	CDS	210				hypothetical protein
AJBIFGEO_03541	CDS	951		2.3.1.-	COG0454	Acetyltransferase Pat
AJBIFGEO_03542	CDS	759				hypothetical protein
AJBIFGEO_03543	CDS	618				hypothetical protein
AJBIFGEO_03544	CDS	1209	arcA	3.5.3.6	COG2235	Arginine deiminase
AJBIFGEO_03545	CDS	1569	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
AJBIFGEO_03546	CDS	765	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
AJBIFGEO_03547	CDS	1143				hypothetical protein
AJBIFGEO_03548	CDS	453				hypothetical protein
AJBIFGEO_03549	CDS	1587				hypothetical protein
AJBIFGEO_03550	CDS	1560	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
AJBIFGEO_03551	CDS	795	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
AJBIFGEO_03552	CDS	1089	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
AJBIFGEO_03553	CDS	954	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
AJBIFGEO_03554	CDS	957	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
AJBIFGEO_03555	CDS	1635		6.2.1.-	COG0318	Putative ligase
AJBIFGEO_03556	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
AJBIFGEO_03557	CDS	648	rplY		COG1825	50S ribosomal protein L25
AJBIFGEO_03558	CDS	651	lpqT			Putative lipoprotein LpqT
AJBIFGEO_03559	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
AJBIFGEO_03560	CDS	717				hypothetical protein
AJBIFGEO_03561	tRNA	73				tRNA-Gln(ttg)
AJBIFGEO_03562	CDS	660				hypothetical protein
AJBIFGEO_03563	CDS	3705	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
AJBIFGEO_03564	CDS	525				hypothetical protein
AJBIFGEO_03565	CDS	171				hypothetical protein
AJBIFGEO_03566	CDS	732				hypothetical protein
AJBIFGEO_03567	CDS	1290	eno	4.2.1.11	COG0148	Enolase
AJBIFGEO_03568	CDS	687				hypothetical protein
AJBIFGEO_03569	CDS	492				hypothetical protein
AJBIFGEO_03570	CDS	960	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
AJBIFGEO_03571	CDS	93				hypothetical protein
AJBIFGEO_03572	CDS	213				hypothetical protein
AJBIFGEO_03573	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
AJBIFGEO_03574	CDS	1575	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
AJBIFGEO_03575	CDS	702				hypothetical protein
AJBIFGEO_03576	CDS	147				hypothetical protein
AJBIFGEO_03577	CDS	99				hypothetical protein
AJBIFGEO_03578	CDS	1716	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
AJBIFGEO_03579	CDS	2127	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
AJBIFGEO_03580	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
AJBIFGEO_03581	CDS	1530	tcrY_3	2.7.13.3		putative sensor histidine kinase TcrY
AJBIFGEO_03582	CDS	774	tcrX_3		COG0745	putative transcriptional regulatory protein TcrX
AJBIFGEO_03583	CDS	492				ISNCY family transposase ISRjo3
AJBIFGEO_03584	CDS	687				ISNCY family transposase ISRjo3
AJBIFGEO_03585	CDS	324				hypothetical protein
AJBIFGEO_03586	CDS	285	esxV			ESAT-6-like protein EsxV
AJBIFGEO_03587	CDS	1176				PPE family protein PPE15
AJBIFGEO_03588	CDS	828				hypothetical protein
AJBIFGEO_03589	CDS	273				hypothetical protein
AJBIFGEO_03590	CDS	279				hypothetical protein
AJBIFGEO_03591	CDS	786		2.1.1.-		Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase
AJBIFGEO_03592	CDS	3537	mmpL8_1		COG2409	Sulfolipid-1 exporter MmpL8
AJBIFGEO_03593	CDS	1752		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase fadD25
AJBIFGEO_03594	CDS	201				hypothetical protein
AJBIFGEO_03595	CDS	1041			COG0463	putative protein
AJBIFGEO_03596	CDS	960				hypothetical protein
AJBIFGEO_03597	CDS	765	sap_1			Sulfolipid-1 exporter Sap
AJBIFGEO_03598	CDS	1011			COG0463	putative protein
AJBIFGEO_03599	CDS	897				hypothetical protein
AJBIFGEO_03600	CDS	789		2.4.-.-	COG0463	putative glycosyltransferase
AJBIFGEO_03601	CDS	732				hypothetical protein
AJBIFGEO_03602	CDS	969	fcl_2	1.1.1.271	COG0451	GDP-L-fucose synthase
AJBIFGEO_03603	CDS	1023	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
AJBIFGEO_03604	CDS	1299				putative protein
AJBIFGEO_03605	CDS	249				hypothetical protein
AJBIFGEO_03606	CDS	840	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
AJBIFGEO_03607	CDS	666	gmd_2	4.2.1.47		GDP-mannose 4,6-dehydratase
AJBIFGEO_03608	CDS	477				hypothetical protein
AJBIFGEO_03609	CDS	924				hypothetical protein
AJBIFGEO_03610	CDS	1275				hypothetical protein
AJBIFGEO_03611	CDS	357				hypothetical protein
AJBIFGEO_03612	CDS	498				hypothetical protein
AJBIFGEO_03613	CDS	1110				hypothetical protein
AJBIFGEO_03614	CDS	381	crcB			Putative fluoride ion transporter CrcB
AJBIFGEO_03615	CDS	399	crcB1		COG0239	Putative fluoride ion transporter CrcB 1
AJBIFGEO_03616	CDS	1644	pgm	5.4.2.2	COG0033	Phosphoglucomutase
AJBIFGEO_03617	tRNA	74				tRNA-Ala(ggc)
AJBIFGEO_03618	CDS	546				putative protein
AJBIFGEO_03619	CDS	534	rcdA		COG3226	HTH-type transcriptional regulator RcdA
AJBIFGEO_03620	CDS	324	mmr		COG2076	Multidrug resistance protein Mmr
AJBIFGEO_03621	CDS	426				hypothetical protein
AJBIFGEO_03622	CDS	2277	cstA		COG1966	Peptide transporter CstA
AJBIFGEO_03623	CDS	1494	ligB	6.5.1.1	COG1793	DNA ligase B
AJBIFGEO_03624	CDS	2166		1.3.99.-		Acyl-CoA dehydrogenase FadE34
AJBIFGEO_03625	CDS	1473				hypothetical protein
AJBIFGEO_03626	CDS	1479		1.14.-.-	COG2124	Putative cytochrome P450 136
AJBIFGEO_03627	CDS	651	ethR_2			HTH-type transcriptional regulator EthR
AJBIFGEO_03628	CDS	864	sadH_2	1.-.-.-		Putative oxidoreductase SadH
AJBIFGEO_03629	CDS	693	dinB1_2	2.7.7.7	COG0389	DNA polymerase IV 1
AJBIFGEO_03630	CDS	615				hypothetical protein
AJBIFGEO_03631	CDS	555				hypothetical protein
AJBIFGEO_03632	CDS	240	nrdH		COG0695	Glutaredoxin-like protein NrdH
AJBIFGEO_03633	CDS	453	nrdI		COG1780	Protein NrdI
AJBIFGEO_03634	CDS	2178	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
AJBIFGEO_03635	CDS	741				putative HTH-type transcriptional regulator
AJBIFGEO_03636	CDS	318				hypothetical protein
AJBIFGEO_03637	CDS	1173		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
AJBIFGEO_03638	CDS	975	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
AJBIFGEO_03639	CDS	285				hypothetical protein
AJBIFGEO_03640	CDS	375				hypothetical protein
AJBIFGEO_03641	CDS	1041	adhC	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C
AJBIFGEO_03642	CDS	837	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
AJBIFGEO_03643	CDS	1722	ctaD	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
AJBIFGEO_03644	CDS	1230	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
AJBIFGEO_03645	CDS	864	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
AJBIFGEO_03646	CDS	867				hypothetical protein
AJBIFGEO_03647	CDS	786		4.2.1.17		putative enoyl-CoA hydratase echA17
AJBIFGEO_03648	CDS	1056	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AJBIFGEO_03649	CDS	1077				hypothetical protein
AJBIFGEO_03650	CDS	684				Immunogenic protein MPT64
AJBIFGEO_03651	CDS	1008			COG1520	putative protein
AJBIFGEO_03652	CDS	903		2.3.1.-	COG0110	Putative acetyltransferase
AJBIFGEO_03653	CDS	549				hypothetical protein
AJBIFGEO_03654	CDS	390				hypothetical protein
AJBIFGEO_03655	CDS	723				hypothetical protein
AJBIFGEO_03656	CDS	1560		2.4.1.18	COG1543	putative 1,4-alpha-glucan branching enzyme
AJBIFGEO_03657	CDS	825		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase
AJBIFGEO_03658	CDS	801	etfB		COG2086	Electron transfer flavoprotein subunit beta
AJBIFGEO_03659	CDS	957	etfA		COG2025	Electron transfer flavoprotein subunit alpha
AJBIFGEO_03660	CDS	846				hypothetical protein
AJBIFGEO_03661	CDS	915				hypothetical protein
AJBIFGEO_03662	CDS	957				hypothetical protein
AJBIFGEO_03663	CDS	702				hypothetical protein
AJBIFGEO_03664	CDS	1002				putative membrane protein
AJBIFGEO_03665	CDS	1077				hypothetical protein
AJBIFGEO_03666	CDS	1323				hypothetical protein
AJBIFGEO_03667	CDS	993				hypothetical protein
AJBIFGEO_03668	CDS	933				hypothetical protein
AJBIFGEO_03669	CDS	981	glpK	2.7.1.30	COG0554	Glycerol kinase
AJBIFGEO_03670	CDS	213				hypothetical protein
AJBIFGEO_03671	CDS	123				hypothetical protein
AJBIFGEO_03672	CDS	438		3.1.-.-		Ribonuclease VapC48
AJBIFGEO_03673	CDS	225				hypothetical protein
AJBIFGEO_03674	CDS	1539				hypothetical protein
AJBIFGEO_03675	CDS	702				putative protein
AJBIFGEO_03676	CDS	1173	egtE	4.4.-.-		putative hercynylcysteine sulfoxide lyase
AJBIFGEO_03677	CDS	966	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
AJBIFGEO_03678	CDS	702	egtC_2	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
AJBIFGEO_03679	CDS	1278	egtB	1.14.99.50	COG1262	Hercynine oxygenase
AJBIFGEO_03680	CDS	1299	egtA	6.3.2.2	COG3572	Glutamate--cysteine ligase EgtA
AJBIFGEO_03681	CDS	645				hypothetical protein
AJBIFGEO_03682	CDS	312				hypothetical protein
AJBIFGEO_03683	CDS	102				hypothetical protein
AJBIFGEO_03684	CDS	1149				hypothetical protein
AJBIFGEO_03685	CDS	1038	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
AJBIFGEO_03686	CDS	1266	ask	2.7.2.4	COG0527	Aspartokinase
AJBIFGEO_03687	CDS	159				hypothetical protein
AJBIFGEO_03688	CDS	177				hypothetical protein
AJBIFGEO_03689	CDS	327				hypothetical protein
AJBIFGEO_03690	CDS	990		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
AJBIFGEO_03691	CDS	1242	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
AJBIFGEO_03692	CDS	708	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
AJBIFGEO_03693	CDS	855				hypothetical protein
AJBIFGEO_03694	CDS	612	recR		COG0353	Recombination protein RecR
AJBIFGEO_03695	CDS	375			COG0718	Nucleoid-associated protein
AJBIFGEO_03696	CDS	726		3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase
AJBIFGEO_03697	CDS	444				hypothetical protein
AJBIFGEO_03698	CDS	1413				hypothetical protein
AJBIFGEO_03699	CDS	1284		2.1.1.-	COG2230	putative fatty acid methyltransferase
AJBIFGEO_03700	CDS	1737	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
AJBIFGEO_03701	CDS	1308			COG1167	Putative aminotransferase/MSMEI_6121
AJBIFGEO_03702	tRNA	89				tRNA-Ser(gga)
AJBIFGEO_03703	CDS	765	lucA			Lipid uptake coordinator A
AJBIFGEO_03704	CDS	609		3.1.1.74		putative cutinase
AJBIFGEO_03705	CDS	1002				hypothetical protein
AJBIFGEO_03706	CDS	147				hypothetical protein
AJBIFGEO_03707	CDS	1194	tdh	1.1.1.103		L-threonine 3-dehydrogenase
AJBIFGEO_03708	CDS	1809				hypothetical protein
AJBIFGEO_03709	CDS	3075	mdtD_3			Putative multidrug resistance protein MdtD
AJBIFGEO_03710	CDS	2367	moaA_3			GTP 3',8-cyclase
AJBIFGEO_03711	CDS	1041	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
AJBIFGEO_03712	CDS	1077	ligC	6.5.1.1	COG1793	DNA ligase C
AJBIFGEO_03713	CDS	1059				hypothetical protein
AJBIFGEO_03714	CDS	501				hypothetical protein
AJBIFGEO_03715	CDS	1353	tgs2	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
AJBIFGEO_03716	CDS	489				hypothetical protein
AJBIFGEO_03717	CDS	1062	virS_1			HTH-type transcriptional regulator VirS
AJBIFGEO_03718	CDS	1560				hypothetical protein
AJBIFGEO_03719	CDS	1275				putative PPE family protein PPE47/PPE48
AJBIFGEO_03720	CDS	1356		2.3.1.20		Putative diacyglycerol O-acyltransferase
AJBIFGEO_03721	CDS	675	ethA_3	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
AJBIFGEO_03722	CDS	396				hypothetical protein
AJBIFGEO_03723	CDS	1983	ctpJ	3.6.3.-	COG2217	putative cation-transporting P-type ATPase J
AJBIFGEO_03724	CDS	204				hypothetical protein
AJBIFGEO_03725	CDS	315				hypothetical protein
AJBIFGEO_03726	CDS	339				hypothetical protein
AJBIFGEO_03727	CDS	345				hypothetical protein
AJBIFGEO_03728	CDS	144				hypothetical protein
AJBIFGEO_03729	CDS	672	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
AJBIFGEO_03730	CDS	483				hypothetical protein
AJBIFGEO_03731	CDS	717				hypothetical protein
AJBIFGEO_03732	CDS	657				hypothetical protein
AJBIFGEO_03733	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
AJBIFGEO_03734	CDS	1230				hypothetical protein
AJBIFGEO_03735	CDS	1863	hscA			Chaperone protein HscA
AJBIFGEO_03736	CDS	387				putative protein
AJBIFGEO_03737	CDS	663				hypothetical protein
AJBIFGEO_03738	CDS	672				hypothetical protein
AJBIFGEO_03739	CDS	615				hypothetical protein
AJBIFGEO_03740	CDS	738	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
AJBIFGEO_03741	tRNA	73				tRNA-Gly(ccc)
AJBIFGEO_03742	CDS	777				hypothetical protein
AJBIFGEO_03743	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
AJBIFGEO_03744	CDS	663				hypothetical protein
AJBIFGEO_03745	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
AJBIFGEO_03746	CDS	1332	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
AJBIFGEO_03747	CDS	672	mshB_2	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
AJBIFGEO_03748	CDS	681				hypothetical protein
AJBIFGEO_03749	CDS	690				hypothetical protein
AJBIFGEO_03750	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
AJBIFGEO_03751	CDS	603	betI_3			HTH-type transcriptional regulator BetI
AJBIFGEO_03752	CDS	627				hypothetical protein
AJBIFGEO_03753	CDS	741				hypothetical protein
AJBIFGEO_03754	CDS	1167				hypothetical protein
AJBIFGEO_03755	CDS	786				hypothetical protein
AJBIFGEO_03756	CDS	435				hypothetical protein
AJBIFGEO_03757	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
AJBIFGEO_03758	CDS	846				hypothetical protein
AJBIFGEO_03759	CDS	1101				hypothetical protein
AJBIFGEO_03760	CDS	618				ISL3 family transposase IS1557
AJBIFGEO_03761	CDS	732				ISL3 family transposase IS1557
AJBIFGEO_03762	CDS	432				putative protein
AJBIFGEO_03763	CDS	366	atpC		COG0355	ATP synthase epsilon chain
AJBIFGEO_03764	CDS	1461	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
AJBIFGEO_03765	CDS	918	atpG		COG0224	ATP synthase gamma chain
AJBIFGEO_03766	CDS	1650	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
AJBIFGEO_03767	CDS	1341	atpFH		COG0711	ATP synthase subunit b-delta
AJBIFGEO_03768	CDS	516	atpF		COG0711	ATP synthase subunit b
AJBIFGEO_03769	CDS	246	atpH			ATP synthase subunit c
AJBIFGEO_03770	CDS	753	atpB		COG0356	ATP synthase subunit a
AJBIFGEO_03771	CDS	486				putative protein
AJBIFGEO_03772	CDS	1215	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
AJBIFGEO_03773	CDS	654		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
AJBIFGEO_03774	CDS	978	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
AJBIFGEO_03775	CDS	1074	prfA		COG0216	Peptide chain release factor 1
AJBIFGEO_03776	CDS	243	rpmE		COG0254	50S ribosomal protein L31
AJBIFGEO_03777	CDS	630	rho	3.6.4.-	COG1158	Transcription termination factor Rho
AJBIFGEO_03778	CDS	951	thrB	2.7.1.39	COG0083	Homoserine kinase
AJBIFGEO_03779	CDS	1083	thrC	4.2.3.1	COG0498	Threonine synthase
AJBIFGEO_03780	CDS	1326	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
AJBIFGEO_03781	CDS	1344	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
AJBIFGEO_03782	CDS	1653	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
AJBIFGEO_03783	tRNA	74				tRNA-Arg(ccg)
AJBIFGEO_03784	CDS	336				hypothetical protein
AJBIFGEO_03785	CDS	156				hypothetical protein
AJBIFGEO_03786	CDS	687		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AJBIFGEO_03787	CDS	1659				hypothetical protein
AJBIFGEO_03788	CDS	939				putative HTH-type transcriptional regulator
AJBIFGEO_03789	CDS	222				hypothetical protein
AJBIFGEO_03790	CDS	1236				hypothetical protein
AJBIFGEO_03791	CDS	1338		2.3.1.20		Putative diacyglycerol O-acyltransferase
AJBIFGEO_03792	CDS	693				putative protein
AJBIFGEO_03793	CDS	171				hypothetical protein
AJBIFGEO_03794	CDS	216				hypothetical protein
AJBIFGEO_03795	CDS	474				hypothetical protein
AJBIFGEO_03796	CDS	603				hypothetical protein
AJBIFGEO_03797	CDS	2496	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
AJBIFGEO_03798	CDS	1059	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
AJBIFGEO_03799	CDS	951				hypothetical protein
AJBIFGEO_03800	CDS	933				hypothetical protein
AJBIFGEO_03801	CDS	1056				hypothetical protein
AJBIFGEO_03802	CDS	783	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
AJBIFGEO_03803	CDS	390	rplT		COG0292	50S ribosomal protein L20
AJBIFGEO_03804	CDS	195	rpmI		COG0291	50S ribosomal protein L35
AJBIFGEO_03805	CDS	522	infC		COG0290	Translation initiation factor IF-3
AJBIFGEO_03806	CDS	3336	lysX_1		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
AJBIFGEO_03807	CDS	1470				hypothetical protein
AJBIFGEO_03808	CDS	258				hypothetical protein
AJBIFGEO_03809	CDS	2943	uvrA		COG0178	UvrABC system protein A
AJBIFGEO_03810	CDS	909	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
AJBIFGEO_03811	CDS	441			COG0589	Universal stress protein
AJBIFGEO_03812	CDS	1698				hypothetical protein
AJBIFGEO_03813	CDS	1416				putative multidrug-efflux transporter
AJBIFGEO_03814	CDS	2277	uvrB		COG0556	UvrABC system protein B
AJBIFGEO_03815	CDS	444				hypothetical protein
AJBIFGEO_03816	CDS	1224	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
AJBIFGEO_03817	CDS	1446	rpsA		COG0539	30S ribosomal protein S1
AJBIFGEO_03818	CDS	1206	polA	2.7.7.7	COG0258	DNA polymerase I
AJBIFGEO_03819	CDS	360				hypothetical protein
AJBIFGEO_03820	CDS	492				hypothetical protein
AJBIFGEO_03821	CDS	1209				hypothetical protein
AJBIFGEO_03822	CDS	627	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
AJBIFGEO_03823	tRNA	77				tRNA-Leu(caa)
AJBIFGEO_03824	CDS	1257	cya	4.6.1.1	COG2114	Adenylate cyclase
AJBIFGEO_03825	CDS	570				hypothetical protein
AJBIFGEO_03826	CDS	210				hypothetical protein
AJBIFGEO_03827	CDS	258				hypothetical protein
AJBIFGEO_03828	CDS	579				hypothetical protein
AJBIFGEO_03829	CDS	1041	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
AJBIFGEO_03830	CDS	1584	cydD		COG4988	ATP-binding/permease protein CydD
AJBIFGEO_03831	CDS	1731			COG1132	putative ABC transporter ATP-binding/permease protein
AJBIFGEO_03832	CDS	1455	lysX_2		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
AJBIFGEO_03833	CDS	921	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
AJBIFGEO_03834	CDS	444	pyk	2.7.1.40	COG0469	Pyruvate kinase
AJBIFGEO_03835	CDS	1317				hypothetical protein
AJBIFGEO_03836	CDS	402	habA	5.4.4.1		Hydroxylaminobenzene mutase HabA
AJBIFGEO_03837	CDS	438			COG2141	putative protein
AJBIFGEO_03838	CDS	360			COG2141	putative protein
AJBIFGEO_03839	CDS	3333	pknK	2.7.11.1	COG2909	Serine/threonine-protein kinase PknK
AJBIFGEO_03840	CDS	1239				hypothetical protein
AJBIFGEO_03841	CDS	1023	virS_2			HTH-type transcriptional regulator VirS
AJBIFGEO_03842	CDS	1488	mymA	1.14.13.-	COG2072	Putative FAD-containing monooxygenase MymA
AJBIFGEO_03843	CDS	927	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
AJBIFGEO_03844	CDS	831	sadH_3	1.-.-.-		Putative oxidoreductase SadH
AJBIFGEO_03845	CDS	1107	adhD	1.1.1.1	COG1062	Putative alcohol dehydrogenase D
AJBIFGEO_03846	CDS	1419		2.3.1.20		Putative diacyglycerol O-acyltransferase
AJBIFGEO_03847	CDS	546				hypothetical protein
AJBIFGEO_03848	CDS	483				hypothetical protein
AJBIFGEO_03849	CDS	204				hypothetical protein
AJBIFGEO_03850	CDS	1512		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
AJBIFGEO_03851	CDS	303				hypothetical protein
AJBIFGEO_03852	CDS	888				hypothetical protein
AJBIFGEO_03853	CDS	1761				hypothetical protein
AJBIFGEO_03854	CDS	921	yedI		COG2354	Inner membrane protein YedI
AJBIFGEO_03855	CDS	1005		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
AJBIFGEO_03856	CDS	1131	hsaA_2	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
AJBIFGEO_03857	CDS	477			COG1733	putative HTH-type transcriptional regulator
AJBIFGEO_03858	CDS	1140				hypothetical protein
AJBIFGEO_03859	CDS	1311	lipY_3	3.1.1.3		Triacylglycerol lipase
AJBIFGEO_03860	CDS	201				hypothetical protein
AJBIFGEO_03861	CDS	1962			COG1366	putative protein
AJBIFGEO_03862	CDS	786				putative protein
AJBIFGEO_03863	CDS	663				putative protein
AJBIFGEO_03864	CDS	876				PPE family protein PPE18
AJBIFGEO_03865	CDS	1023			COG2141	putative protein
AJBIFGEO_03866	CDS	237				hypothetical protein
AJBIFGEO_03867	CDS	606				hypothetical protein
AJBIFGEO_03868	CDS	3375				hypothetical protein
AJBIFGEO_03869	CDS	141				hypothetical protein
AJBIFGEO_03870	CDS	744			COG2200	putative signaling protein
AJBIFGEO_03871	CDS	756				hypothetical protein
AJBIFGEO_03872	CDS	426				hypothetical protein
AJBIFGEO_03873	CDS	369				hypothetical protein
AJBIFGEO_03874	CDS	183				hypothetical protein
AJBIFGEO_03875	CDS	435				hypothetical protein
AJBIFGEO_03876	CDS	2145			COG0480	Elongation factor G-like protein
AJBIFGEO_03877	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
