locus_tag	ftype	length_bp	gene	EC_number	COG	product
PAKPHHPE_03538	CDS	1287	exuT_2			Hexuronate transporter
PAKPHHPE_03539	CDS	1026	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
PAKPHHPE_03540	CDS	672	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
PAKPHHPE_03541	CDS	1089				hypothetical protein
PAKPHHPE_03542	CDS	153				hypothetical protein
PAKPHHPE_03543	CDS	1104	hoxK	1.12.99.6		Uptake hydrogenase small subunit
PAKPHHPE_03544	CDS	1803	hyaB_2	1.12.99.6	COG0374	Hydrogenase-1 large chain
PAKPHHPE_03545	CDS	675	hyaC_2		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
PAKPHHPE_03546	CDS	609	hyaD_2	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
PAKPHHPE_03547	CDS	300				hypothetical protein
PAKPHHPE_03548	CDS	411				hypothetical protein
PAKPHHPE_03549	CDS	1062	norV_2			Anaerobic nitric oxide reductase flavorubredoxin
PAKPHHPE_03550	CDS	888				hypothetical protein
PAKPHHPE_03551	CDS	342	hybF_2		COG0375	Hydrogenase maturation factor HybF
PAKPHHPE_03552	CDS	1119	ompC_2			Outer membrane porin C
PAKPHHPE_03553	CDS	528				hypothetical protein
PAKPHHPE_03554	CDS	948				hypothetical protein
PAKPHHPE_03555	CDS	360				hypothetical protein
PAKPHHPE_03556	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
PAKPHHPE_03557	CDS	1389	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
PAKPHHPE_03558	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
PAKPHHPE_03559	CDS	1188	sotB		COG2814	Sugar efflux transporter
PAKPHHPE_03560	CDS	666				hypothetical protein
PAKPHHPE_03561	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
PAKPHHPE_03562	CDS	384	marA_2			Multiple antibiotic resistance protein MarA
PAKPHHPE_03563	CDS	210				hypothetical protein
PAKPHHPE_03564	CDS	903	eamA		COG0697	putative amino-acid metabolite efflux pump
PAKPHHPE_03565	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
PAKPHHPE_03566	CDS	96	mgtS			Small protein MgtS
PAKPHHPE_03567	CDS	393	ygiW_2		COG3111	Protein YgiW
PAKPHHPE_03568	CDS	528	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
PAKPHHPE_03569	CDS	2043	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
PAKPHHPE_03570	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
PAKPHHPE_03571	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
PAKPHHPE_03572	CDS	204	ydfZ			Putative selenoprotein YdfZ
PAKPHHPE_03573	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
PAKPHHPE_03574	CDS	399	ydfJ_1			Putative transporter YdfJ
PAKPHHPE_03575	CDS	978	ydfJ_2			Putative transporter YdfJ
PAKPHHPE_03576	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
PAKPHHPE_03577	CDS	1215	rspA_2	4.2.1.-		D-galactonate dehydratase family member RspA
PAKPHHPE_03578	CDS	336				hypothetical protein
PAKPHHPE_03579	CDS	342				hypothetical protein
PAKPHHPE_03580	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
PAKPHHPE_03581	CDS	720				hypothetical protein
PAKPHHPE_03582	CDS	306	ynfD			putative protein YnfD
PAKPHHPE_03583	CDS	2439	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
PAKPHHPE_03584	CDS	2436	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
PAKPHHPE_03585	CDS	618	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
PAKPHHPE_03586	CDS	858	dmsC_4		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
PAKPHHPE_03587	CDS	615	dmsD_2		COG3381	Tat proofreading chaperone DmsD
PAKPHHPE_03588	CDS	711	osmY_3		COG1174	Osmoprotectant import permease protein OsmY
PAKPHHPE_03589	CDS	903	osmX		COG1732	Osmoprotectant-binding protein OsmX
PAKPHHPE_03590	CDS	648	osmW		COG1174	Osmoprotectant import permease protein OsmW
PAKPHHPE_03591	CDS	1149	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
PAKPHHPE_03592	CDS	1254	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
PAKPHHPE_03593	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
PAKPHHPE_03594	CDS	1221	mlc		COG1940	Protein mlc
PAKPHHPE_03595	CDS	900	benM_2			HTH-type transcriptional regulator BenM
PAKPHHPE_03596	CDS	1254	ynfM_2			Inner membrane transport protein YnfM
PAKPHHPE_03597	CDS	93				hypothetical protein
PAKPHHPE_03598	CDS	249	asr			Acid shock protein
PAKPHHPE_03599	CDS	822				hypothetical protein
PAKPHHPE_03600	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
PAKPHHPE_03601	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
PAKPHHPE_03602	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
PAKPHHPE_03603	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
PAKPHHPE_03604	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
PAKPHHPE_03605	CDS	945	ydgH			Protein YdgH
PAKPHHPE_03606	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
PAKPHHPE_03607	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
PAKPHHPE_03608	CDS	732	rstA		COG0745	Transcriptional regulatory protein RstA
PAKPHHPE_03609	CDS	1134	ompN_2		COG3203	Outer membrane porin N
PAKPHHPE_03610	CDS	1701	nfdA	3.5.1.91		N-substituted formamide deformylase
PAKPHHPE_03611	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
PAKPHHPE_03612	CDS	930	tus			DNA replication terminus site-binding protein
PAKPHHPE_03613	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
PAKPHHPE_03614	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
PAKPHHPE_03615	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
PAKPHHPE_03616	CDS	1509	ydgA		COG5339	Protein YdgA
PAKPHHPE_03617	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
PAKPHHPE_03618	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
PAKPHHPE_03619	CDS	216	ydgT			Transcription modulator YdgT
PAKPHHPE_03620	CDS	441	ydgK			Inner membrane protein YdgK
PAKPHHPE_03621	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
PAKPHHPE_03622	CDS	579	rsxB_2	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
PAKPHHPE_03623	CDS	2208	rsxC_1	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
PAKPHHPE_03624	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
PAKPHHPE_03625	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
PAKPHHPE_03626	CDS	693	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
PAKPHHPE_03627	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
PAKPHHPE_03628	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
PAKPHHPE_03629	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
PAKPHHPE_03630	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
PAKPHHPE_03631	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
PAKPHHPE_03632	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
PAKPHHPE_03633	CDS	363	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
PAKPHHPE_03634	CDS	1122	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
PAKPHHPE_03635	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
PAKPHHPE_03636	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
PAKPHHPE_03637	CDS	237				hypothetical protein
PAKPHHPE_03638	CDS	861	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PAKPHHPE_03639	CDS	2037	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
PAKPHHPE_03640	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
PAKPHHPE_03641	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
PAKPHHPE_03642	CDS	240				hypothetical protein
PAKPHHPE_03643	CDS	600	nemR			HTH-type transcriptional repressor NemR
PAKPHHPE_03644	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
PAKPHHPE_03645	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
PAKPHHPE_03646	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
PAKPHHPE_03647	CDS	348	grxD		COG0278	Glutaredoxin 4
PAKPHHPE_03648	CDS	822	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
PAKPHHPE_03649	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
PAKPHHPE_03650	CDS	90	ynhF			putative protein YnhF
PAKPHHPE_03651	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
PAKPHHPE_03652	CDS	933	yahB			putative HTH-type transcriptional regulator YahB
PAKPHHPE_03653	CDS	1206	ydhC			Inner membrane transport protein YdhC
PAKPHHPE_03654	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
PAKPHHPE_03655	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
PAKPHHPE_03656	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
PAKPHHPE_03657	tRNA	77				tRNA-Val(gac)
PAKPHHPE_03658	tRNA	77				tRNA-Val(gac)
PAKPHHPE_03659	CDS	1059	yscU			Yop proteins translocation protein U
PAKPHHPE_03660	CDS	780	spaR_2		COG4791	Surface presentation of antigens protein SpaR
PAKPHHPE_03661	CDS	267	spaQ_2		COG4794	Surface presentation of antigens protein SpaQ
PAKPHHPE_03662	CDS	648	spaP_2		COG4790	Surface presentation of antigens protein SpaP
PAKPHHPE_03663	CDS	969				hypothetical protein
PAKPHHPE_03664	CDS	375				hypothetical protein
PAKPHHPE_03665	CDS	432				hypothetical protein
PAKPHHPE_03666	CDS	1302	ssaN	7.1.2.2	COG1157	putative secretion system apparatus ATP synthase SsaN
PAKPHHPE_03667	CDS	2046	ssaV		COG4789	Secretion system apparatus protein SsaV
PAKPHHPE_03668	CDS	369				hypothetical protein
PAKPHHPE_03669	CDS	993				hypothetical protein
PAKPHHPE_03670	CDS	675				hypothetical protein
PAKPHHPE_03671	CDS	252				hypothetical protein
PAKPHHPE_03672	CDS	750	yscJ			Yop proteins translocation lipoprotein J
PAKPHHPE_03673	CDS	264				hypothetical protein
PAKPHHPE_03674	CDS	291				hypothetical protein
PAKPHHPE_03675	CDS	216				hypothetical protein
PAKPHHPE_03676	CDS	690				hypothetical protein
PAKPHHPE_03677	CDS	783				hypothetical protein
PAKPHHPE_03678	CDS	429				hypothetical protein
PAKPHHPE_03679	CDS	417				hypothetical protein
PAKPHHPE_03680	CDS	588	sseD			Secreted effector protein SseD
PAKPHHPE_03681	CDS	1455	sseC		COG5613	Secreted effector protein SseC
PAKPHHPE_03682	CDS	474				hypothetical protein
PAKPHHPE_03683	CDS	591	sseB			Secreted effector protein SseB
PAKPHHPE_03684	CDS	324	sseA_2			Type III secretion system chaperone SseA
PAKPHHPE_03685	CDS	243				hypothetical protein
PAKPHHPE_03686	CDS	1212				hypothetical protein
PAKPHHPE_03687	CDS	1494	sctC_2			Type 3 secretion system secretin
PAKPHHPE_03688	CDS	384	spiC			Salmonella pathogenicity island 2 protein C
PAKPHHPE_03689	CDS	2763	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PAKPHHPE_03690	CDS	639	nreC		COG2197	Oxygen regulatory protein NreC
PAKPHHPE_03691	CDS	729	mlrA_1		COG0789	HTH-type transcriptional regulator MlrA
PAKPHHPE_03692	CDS	960				hypothetical protein
PAKPHHPE_03693	CDS	213	fumD	4.2.1.2		Fumarase D
PAKPHHPE_03694	CDS	621	ttrR		COG4566	Tetrathionate response regulatory protein TtrR
PAKPHHPE_03695	CDS	1779	ttrS	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
PAKPHHPE_03696	CDS	735	ttrB		COG0437	Tetrathionate reductase subunit B
PAKPHHPE_03697	CDS	1023	ttrC			Tetrathionate reductase subunit C
PAKPHHPE_03698	CDS	3063	ttrA	1.8.-.-	COG0243	Tetrathionate reductase subunit A
PAKPHHPE_03699	CDS	1227	RBKS_2	2.7.1.15		Ribokinase
PAKPHHPE_03700	CDS	738				hypothetical protein
PAKPHHPE_03701	CDS	894	laaA	3.5.1.101		L-amino acid amidase
PAKPHHPE_03702	CDS	1344	puuP		COG0531	Putrescine importer PuuP
PAKPHHPE_03703	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
PAKPHHPE_03704	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
PAKPHHPE_03705	CDS	303	lpp			Major outer membrane lipoprotein Lpp
PAKPHHPE_03706	CDS	1002	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
PAKPHHPE_03707	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
PAKPHHPE_03708	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
PAKPHHPE_03709	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
PAKPHHPE_03710	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
PAKPHHPE_03711	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
PAKPHHPE_03712	CDS	369	sufA		COG0316	Protein SufA
PAKPHHPE_03713	CDS	1347	tcyP_1		COG1823	L-cystine uptake protein TcyP
PAKPHHPE_03714	CDS	189				hypothetical protein
PAKPHHPE_03715	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
PAKPHHPE_03716	CDS	3057			COG0247	putative protein
PAKPHHPE_03717	CDS	1119	ydiK		COG0628	Putative transport protein YdiK
PAKPHHPE_03718	CDS	360				hypothetical protein
PAKPHHPE_03719	CDS	1212	ydiM			Inner membrane transport protein YdiM
PAKPHHPE_03720	CDS	1236	ydiN			Inner membrane transport protein YdiN
PAKPHHPE_03721	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
PAKPHHPE_03722	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
PAKPHHPE_03723	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
PAKPHHPE_03724	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
PAKPHHPE_03725	CDS	891	rhaS_4			HTH-type transcriptional activator RhaS
PAKPHHPE_03726	CDS	765	fixA_1		COG2086	Protein FixA
PAKPHHPE_03727	CDS	936	fixB_1		COG2025	Protein FixB
PAKPHHPE_03728	CDS	1287	dadA_2	1.4.99.-		D-amino acid dehydrogenase
PAKPHHPE_03729	CDS	294	fixX_1		COG2440	Ferredoxin-like protein FixX
PAKPHHPE_03730	CDS	1641	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
PAKPHHPE_03731	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
PAKPHHPE_03732	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
PAKPHHPE_03733	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
PAKPHHPE_03734	CDS	192	ydiE		COG4256	putative protein YdiE
PAKPHHPE_03735	CDS	1443	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
PAKPHHPE_03736	CDS	711	ydiV_2		COG2200	Anti-FlhC(2)FlhD(4) factor YdiV
PAKPHHPE_03737	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
PAKPHHPE_03738	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
PAKPHHPE_03739	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
PAKPHHPE_03740	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
PAKPHHPE_03741	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
PAKPHHPE_03742	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
PAKPHHPE_03743	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
PAKPHHPE_03744	CDS	357	rplT		COG0292	50S ribosomal protein L20
PAKPHHPE_03745	CDS	198	rpmI		COG0291	50S ribosomal protein L35
PAKPHHPE_03746	CDS	435	infC		COG0290	Translation initiation factor IF-3
PAKPHHPE_03747	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
PAKPHHPE_03748	CDS	129				hypothetical protein
PAKPHHPE_03749	CDS	1224				hypothetical protein
PAKPHHPE_03750	CDS	855	nucA	3.1.30.2		Nuclease
PAKPHHPE_03751	CDS	315				hypothetical protein
PAKPHHPE_03752	CDS	960				hypothetical protein
PAKPHHPE_03753	CDS	759				hypothetical protein
PAKPHHPE_03754	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
PAKPHHPE_03755	CDS	291				hypothetical protein
PAKPHHPE_03756	CDS	861		2.7.1.-		putative ketoamine kinase
PAKPHHPE_03757	CDS	537				hypothetical protein
PAKPHHPE_03758	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
PAKPHHPE_03759	CDS	600	ydjM		COG1988	Inner membrane protein YdjM
PAKPHHPE_03760	CDS	1392	tcyP_2		COG1823	L-cystine uptake protein TcyP
PAKPHHPE_03761	CDS	243	cedA			Cell division activator CedA
PAKPHHPE_03762	CDS	567	katE_1	1.11.1.6	COG0753	Catalase HPII
PAKPHHPE_03763	CDS	1611	katE_2	1.11.1.6	COG0753	Catalase HPII
PAKPHHPE_03764	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
PAKPHHPE_03765	CDS	1356	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
PAKPHHPE_03766	CDS	840	chbR			HTH-type transcriptional regulator ChbR
PAKPHHPE_03767	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
PAKPHHPE_03768	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
PAKPHHPE_03769	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
PAKPHHPE_03770	CDS	342	osmE			Osmotically-inducible putative lipoprotein OsmE
PAKPHHPE_03771	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
PAKPHHPE_03772	CDS	882	cho	3.1.25.-	COG0322	Excinuclease cho
PAKPHHPE_03773	CDS	486	spy		COG3678	Periplasmic chaperone Spy
PAKPHHPE_03774	CDS	216				hypothetical protein
PAKPHHPE_03775	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
PAKPHHPE_03776	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
PAKPHHPE_03777	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
PAKPHHPE_03778	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
PAKPHHPE_03779	CDS	1227	astC	2.6.1.81	COG4992	Succinylornithine transaminase
PAKPHHPE_03780	CDS	879	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
PAKPHHPE_03781	CDS	417	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
PAKPHHPE_03782	CDS	276				hypothetical protein
PAKPHHPE_03783	CDS	1344	gdhA_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
PAKPHHPE_03784	CDS	1950	topB	5.6.2.1	COG0550	DNA topoisomerase 3
PAKPHHPE_03785	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
PAKPHHPE_03786	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
PAKPHHPE_03787	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
PAKPHHPE_03788	CDS	1089	ansA	3.5.1.1	COG0252	L-asparaginase 1
PAKPHHPE_03789	CDS	657	pncA	3.5.1.19	COG1335	Nicotinamidase
PAKPHHPE_03790	CDS	279				hypothetical protein
PAKPHHPE_03791	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
PAKPHHPE_03792	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
PAKPHHPE_03793	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
PAKPHHPE_03794	CDS	849		1.-.-.-	COG0667	putative oxidoreductase
PAKPHHPE_03795	CDS	1197	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
PAKPHHPE_03796	CDS	747	mipA		COG3713	MltA-interacting protein
PAKPHHPE_03797	CDS	363				hypothetical protein
PAKPHHPE_03798	CDS	1557				hypothetical protein
PAKPHHPE_03799	CDS	1287				hypothetical protein
PAKPHHPE_03800	CDS	1494	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
PAKPHHPE_03801	CDS	528				hypothetical protein
PAKPHHPE_03802	CDS	108				hypothetical protein
PAKPHHPE_03803	CDS	447				hypothetical protein
PAKPHHPE_03804	CDS	795	nimR			HTH-type transcriptional regulator NimR
PAKPHHPE_03805	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
PAKPHHPE_03806	CDS	348				hypothetical protein
PAKPHHPE_03807	CDS	312				hypothetical protein
PAKPHHPE_03808	CDS	252				hypothetical protein
PAKPHHPE_03809	CDS	249				hypothetical protein
PAKPHHPE_03810	CDS	642				hypothetical protein
PAKPHHPE_03811	CDS	183	yoaG			Protein YoaG
PAKPHHPE_03812	CDS	363	yeaR_2		COG3615	putative protein YeaR
PAKPHHPE_03813	CDS	639	leuE		COG1280	Leucine efflux protein
PAKPHHPE_03814	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
PAKPHHPE_03815	CDS	249				hypothetical protein
PAKPHHPE_03816	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
PAKPHHPE_03817	CDS	594				hypothetical protein
PAKPHHPE_03818	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
PAKPHHPE_03819	CDS	651	zinT		COG3443	Metal-binding protein ZinT
PAKPHHPE_03820	tRNA	77				tRNA-Arg(tct)
PAKPHHPE_03821	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
PAKPHHPE_03822	CDS	1134				hypothetical protein
PAKPHHPE_03823	CDS	591	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
PAKPHHPE_03824	CDS	798	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PAKPHHPE_03825	CDS	813	dppC_2		COG1173	Dipeptide transport system permease protein DppC
PAKPHHPE_03826	CDS	975	dppB_2		COG0601	Dipeptide transport system permease protein DppB
PAKPHHPE_03827	CDS	1587				hypothetical protein
PAKPHHPE_03828	CDS	315				hypothetical protein
PAKPHHPE_03829	CDS	531	yodB		COG3038	Cytochrome b561 
PAKPHHPE_03830	CDS	1044				hypothetical protein
PAKPHHPE_03831	CDS	468	ibpA_2		COG0071	Small heat shock protein IbpA
PAKPHHPE_03832	CDS	174				hypothetical protein
PAKPHHPE_03833	CDS	345				hypothetical protein
PAKPHHPE_03834	tRNA	77				tRNA-Arg(cct)
PAKPHHPE_03835	CDS	558	ail_3		COG3637	Attachment invasion locus protein
PAKPHHPE_03836	CDS	264				hypothetical protein
PAKPHHPE_03837	CDS	522				hypothetical protein
PAKPHHPE_03838	CDS	240				hypothetical protein
PAKPHHPE_03839	CDS	789				hypothetical protein
PAKPHHPE_03840	CDS	225				hypothetical protein
PAKPHHPE_03841	CDS	219				hypothetical protein
PAKPHHPE_03842	CDS	885				hypothetical protein
PAKPHHPE_03843	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
PAKPHHPE_03844	CDS	738	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
PAKPHHPE_03845	CDS	330				hypothetical protein
PAKPHHPE_03846	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
PAKPHHPE_03847	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
PAKPHHPE_03848	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
PAKPHHPE_03849	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
PAKPHHPE_03850	CDS	675	phoP			Virulence transcriptional regulatory protein PhoP
PAKPHHPE_03851	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
PAKPHHPE_03852	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
PAKPHHPE_03853	CDS	1290				hypothetical protein
PAKPHHPE_03854	CDS	2574	clpB		COG0542	Chaperone protein ClpB
PAKPHHPE_03855	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
PAKPHHPE_03856	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PAKPHHPE_03857	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
PAKPHHPE_03858	CDS	339	raiA		COG1544	Ribosome-associated inhibitor A
PAKPHHPE_03859	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
PAKPHHPE_03860	CDS	909		3.1.1.99		6-deoxy-6-sulfogluconolactonase
PAKPHHPE_03861	CDS	1122	tyrA		COG0287	T-protein
PAKPHHPE_03862	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
PAKPHHPE_03863	CDS	519				hypothetical protein
PAKPHHPE_03864	CDS	1221	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
PAKPHHPE_03865	CDS	348	rplS		COG0335	50S ribosomal protein L19
PAKPHHPE_03866	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
PAKPHHPE_03867	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
PAKPHHPE_03868	CDS	249	rpsP		COG0228	30S ribosomal protein S16
PAKPHHPE_03869	CDS	1362	ffh		COG0541	Signal recognition particle protein
